reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
245695df-e13d-45fb-a539-36f4a57567c0,Dimas Bimantara,https://play-lh.googleusercontent.com/a/ACg8ocIVluc4bju3NMQXL-LGoqEhr5-cnVHVhY58EIkSyao1FcVq8w=mo,"Sukses selalu pt.citilink indonesia, semoga semakin jaya mengudara, mampu menghadapi bagaimanapun tantangan nya kedepan, sukses citilink indonesia amin ya ALLAH",5,1,9.14.5,2025-07-26 13:01:34,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-28 09:08:53,9.14.5
a99510e4-59e6-4877-acaa-d350fc71fce5,Riky Prasetia,https://play-lh.googleusercontent.com/a-/ALV-UjXsXgM93cBYL-tgPxBlQLRF0ol-cq112LQ0nTmfWwwfq8D7xcvBoQ,good,5,0,4.2.0,2025-07-26 03:18:12,Good afternoon Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-28 09:10:58,4.2.0
d5444155-c6ea-4208-b6f1-9e87266ed85e,Wien,https://play-lh.googleusercontent.com/a/ACg8ocIWeWr02evyPOyrIScj1AiUnlNqZ3obKuYOcvFZmlyXrpAjCGA=mo,"aplikasi lemot, transaksi pembayaran selalu gagal",1,0,9.14.5,2025-07-25 19:52:54,Selamat Sore Bapak. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-07-28 09:10:09,9.14.5
26a9a558-fc99-4125-b83b-ea8fb09ac646,Titin Titin,https://play-lh.googleusercontent.com/a/ACg8ocIYSfK865Lkv3UgHE2OUaB510Wi26o2NCMi1z4-Ffzwof12RQ=mo,"aplikasinya mudah ,sangat membantu dan fiturnya lengkap",5,1,9.14.5,2025-07-25 07:00:56,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 07:39:35,9.14.5
17ef0dd3-7f99-4af5-be1c-0579f0318d02,Muhamad Saiful,https://play-lh.googleusercontent.com/a-/ALV-UjVt-z57KipHAKu9K3dLwrsRRdXD2dhdFbs76Z9uX5hbZ-xCutco,aplikasi nya mudah di gunakan dan jadwal on time..,5,1,9.14.5,2025-07-25 04:01:42,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 04:24:05,9.14.5
7d482dd3-9569-4dc0-a83d-83536516e975,Ega Dwi Prabowo S,https://play-lh.googleusercontent.com/a-/ALV-UjU0eUKWbhArORdCbeykj5wmEyRzpk23OkSGI6pUSl3d7TRxUXA,"Pagi-pagi telepon berdering, Di temanin Pak Bambang makan belimbing, Dengan aplikasi Citilink nyaman untuk traveling ,yuk terbang lagi bareng Citilink. 💚💚",5,0,,2025-07-25 03:45:16,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 03:38:27,
35029258-a772-451f-8036-adac9052f966,mursalin aziiz,https://play-lh.googleusercontent.com/a-/ALV-UjVhT4c9Qg_PO6_wvVms314RBkPXcH6xgQlHmit0r88iWmo_L08,"cukup membantu dan mempermudah sekali,",5,0,9.14.5,2025-07-25 01:28:46,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 02:12:48,9.14.5
8d6b33ad-49b7-4d86-9951-3d70ab0bbd7d,Lingga Dwiaji,https://play-lh.googleusercontent.com/a-/ALV-UjX-6BrPDPnXfeO7ONfusEWBMe0EOxkSiHTtveqDoNpaUwxPRKA,"Sangat membantu melihat jadwal penerbangan, User Interface nya semakin baik setelah update ~",5,0,9.14.5,2025-07-25 00:35:26,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:18:45,9.14.5
69b181df-a8f9-490f-aa76-e3d3f7e9d998,Habibaens,https://play-lh.googleusercontent.com/a/ACg8ocLIVC7TPskrNvoYxSSn1HOxWn0yu3NSIHCBsQUBQEKf9q2fug=mo,sangat membantu sekali🌟🌟🌟🌟🌟,5,0,9.14.5,2025-07-25 00:10:44,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:18:54,9.14.5
c46b5565-c46a-4a32-8fe1-7a07f698952d,Ade Fahrudin,https://play-lh.googleusercontent.com/a-/ALV-UjW4by33w4bEvaYQntl_QvFSFXce_gl1yc4PtxnW1ZFBPtYFcH8,sangat membantu nie buat booking tiket dengan daftar pake email,5,0,4.0.3,2025-07-24 21:21:18,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:19:08,4.0.3
7ebb7102-7111-4a39-b3e4-d81ae411c45f,Muhamad Luthfi,https://play-lh.googleusercontent.com/a/ACg8ocLPmRoHRRGhQiAeOHKJ3hCa7iC9-EQ1TVOZM7HJeMycYXL_xA=mo,mantaaappp,5,0,9.14.5,2025-07-24 14:12:27,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:19:37,9.14.5
92c0b023-39b2-40fa-8a22-98ca2b0e5f1f,suhery hery,https://play-lh.googleusercontent.com/a-/ALV-UjUJLt-T7kgC2Vkat72tuW6VFPPZo5BLHFgaV6fRELBmlEAEw6fI,Good,5,0,9.14.5,2025-07-24 13:41:10,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 01:19:54,9.14.5
1c30ec2f-fac9-457d-a45e-8f7ac5d615d8,Prista Helma Riadi,https://play-lh.googleusercontent.com/a/ACg8ocJKkwK1b6KmBw1fCo9-MPaJGtEnRiGkdG12hnQaCaKiNUWUUfU=mo,good application,5,0,9.14.5,2025-07-24 13:24:52,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 01:20:07,9.14.5
1d294fad-2976-4d23-9f85-0a0ab301ae16,mieprah maulana,https://play-lh.googleusercontent.com/a-/ALV-UjUTcZQegq-Nky0Au6kfw_2CVURlihQn9RZDgNvcVTCggRuLt0DI,"Pelayanan terbaik, nyaman, dan on time",5,0,9.14.5,2025-07-24 13:15:30,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:20:21,9.14.5
5ace58f7-6a0f-48fb-a281-29f0d48782bf,Cynthia Aryanti,https://play-lh.googleusercontent.com/a-/ALV-UjVb8-osYGNd4au3tFIHlMp8uUX3obFshLsln4ARRjyCrqkIsk-7Mw,lebih mudah booking tiket,5,0,,2025-07-24 13:08:37,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:20:30,
ced530b7-ef62-4a2f-8a29-3bf2daa385a2,pranayoga wiyasa,https://play-lh.googleusercontent.com/a/ACg8ocL38BnVfidqIPu1jA_BWoyLMRGaqZ4sKzqIfdjbtoMEpfvC_g=mo,semoga terus berkembang,5,0,5.7.1,2025-07-24 13:06:12,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:20:41,5.7.1
bbd379ea-f3de-40ad-a8e6-3ec46480982f,zee ajja,https://play-lh.googleusercontent.com/a/ACg8ocKpyhvSM0OBVDJ0v9-LJCZ6Tw-p8k-nYeHnA29FoxU4X4M1ug=mo,aplikasi sangat mudah digunakan untuk pembelian tiket,5,0,9.14.5,2025-07-24 12:27:31,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:20:49,9.14.5
c65713b3-2180-417d-af22-6814dd7fb976,sifatu rahman,https://play-lh.googleusercontent.com/a/ACg8ocLa81uA000xJgD33UNz5qfeIGZEUDlfG80hYuKnTO-0UYRuew=mo,nice trip with citilink,5,0,9.14.5,2025-07-24 12:25:20,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 01:21:03,9.14.5
d8aa93e1-75b8-43ed-924a-5f504fca28e9,Veeranda Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjVMpF0mZUUvnjngxW4KEwBwnF_J_Om_5BRzAf2FiSPAsqxaVN8p,"Saya Kasih Bintang 5 karena Aplikasi Kasihh Ini sangat Bagus dan Membantu Sekali karena apk ini Mempermudah saya untuk Membeli tiket, dan Pelayanannya sangat Memuaskan. Terimakasih Citilink.",5,0,9.14.5,2025-07-24 12:13:44,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:21:26,9.14.5
523d8702-7b5e-4196-af13-f19f75645aa8,babyzie family,https://play-lh.googleusercontent.com/a-/ALV-UjXQhi_VFvcgjCJbm0u2AS3hWLDJ98bwcADkWZg-WclrM9tTJu4P,helpfull aplication....,5,0,9.14.5,2025-07-24 11:44:07,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 01:21:53,9.14.5
b27f72e6-dadd-4454-8982-00da309883f4,absari rudiyanto,https://play-lh.googleusercontent.com/a/ACg8ocL71orFb62vNX8SzeA4bBH0wnn-suEk2HcFnZiusf-tGPXT6w=mo,"penerbangan yg simple tidak ribet,murah lagi",5,0,5.5.1,2025-07-24 11:31:07,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:22:11,5.5.1
a7a0e688-f9aa-4137-85ba-baff3e84783a,Milanisti 77,https://play-lh.googleusercontent.com/a/ACg8ocIc_iCW5jVtWPgWfaO6fnHRiXQTERHhxS2JwBBxMPksGTP5Gw=mo,sangat membantu,5,0,9.14.5,2025-07-24 11:25:54,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:22:20,9.14.5
7b7502de-4ab1-4ce7-baf1-a8d76105278f,asrifal endri,https://play-lh.googleusercontent.com/a/ACg8ocIhgRlynWsiIVLDHoEg9suo1SaVzRxNXZPNbJqtGPGY0gzI4Q=mo,great,5,0,9.14.5,2025-07-24 11:00:14,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 01:23:30,9.14.5
0edf16f7-e475-415e-97e5-d2e8586270b6,tantri asih,https://play-lh.googleusercontent.com/a-/ALV-UjUVesqa84g9TwY_DRaNyAONZN-OTGLT90_-ORIFfofSuFsOcjyv,memudahkan saya dan keluarga dalam perjalanan dengan citilink,5,0,9.14.5,2025-07-24 10:55:59,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:23:51,9.14.5
b7451a3d-a9ae-4ba5-8963-3e6660cca544,Jusup JW,https://play-lh.googleusercontent.com/a-/ALV-UjWuuDiDWmPN85o4vXP-kGLfdCipsG-rHptpKOzId3HencDaX_U,Aplikasi cukup membantu dan mudah di pergunakan,5,0,5.7.1,2025-07-24 10:37:46,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:24:09,5.7.1
1c758e51-bda4-43a2-86a8-253118d2b48b,bambang irawan,https://play-lh.googleusercontent.com/a-/ALV-UjXJRtwPrbk--4QZxfYK2dufFctiHVDLewNU1d3VpKll-GKwfNo,semakin mempermudah kita dalam bepergian,5,0,9.14.5,2025-07-24 10:29:22,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:25:01,9.14.5
7a44728a-ee90-42f1-a7eb-c463640abc15,Dian Chairunisa,https://play-lh.googleusercontent.com/a-/ALV-UjXyA64fvAZb3aL6rTjB2ofgLRRARbQB3UOVDIJ50AvNAR5JZ7M,Aplikasinya bagus dan memudahkan untuk pembelian tiket dan checkin online 💚👍,5,0,5.7.1,2025-07-24 10:27:06,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:24:31,5.7.1
df6dcf2b-706f-44a0-a9e0-b3687993b5bb,Rio Saputra adi,https://play-lh.googleusercontent.com/a-/ALV-UjUC0_p9t5ewvu-s0bNzm7IhuArM8N0nOIKn-JEdEAViScG93vq9,Sudah Seringkali Naik Pesawat Citilink memang gapernah ngecewain apalagi ada Fitur Prebook Meals Paling suka Nasi Goreng Dan Souvenirnya Yang Murah Bisa Pesen di Aplikasi Top pokoknya,5,1,9.14.5,2025-07-24 10:21:00,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:26:55,9.14.5
3724e60c-ec9b-494d-b5c6-94d50cf3abab,Yanti Al Afiah,https://play-lh.googleusercontent.com/a-/ALV-UjWfk1J7vV3dTysAeSXARInLFIKn-qmdt7ixLtalmwzh_64YY2Le,Nice app,5,0,9.14.5,2025-07-24 10:12:02,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 03:48:54,9.14.5
bbdb5550-e030-431d-85dc-8ded028f3e07,Cahyo Katon,https://play-lh.googleusercontent.com/a-/ALV-UjWcOHHKm8B9sjgiGiMI0lnqOgmM0_h-4xyqYk9T4822b-IhsXlt,mantabbbb,5,0,4.2.0,2025-07-24 10:11:24,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:27:28,4.2.0
ee7df62d-5ba3-47f5-a9b2-fa94e003c984,Syahrum Porkas,https://play-lh.googleusercontent.com/a/ACg8ocK-3vzuStad-SXBQPbLxHKQ_dJp9lIEV8g74TknuRq_R7NKmw=mo,Gak was was lagi kalau mau check in online..Citilink dihati,5,0,4.0.0,2025-07-24 10:04:46,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:26:00,4.0.0
339d585c-d1cb-42f6-895b-2707251a6ac6,Tiffany vidyasari,https://play-lh.googleusercontent.com/a-/ALV-UjXRQgu_nmKfDA1V5wy5ZiqWXAgkkUIo_KVaTx4qpVW_uHQ2KmFG,memudahkan saya dalam membeli tiket dan checkin tanpa bagasi💚✈️,5,0,9.14.5,2025-07-24 09:57:32,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:27:08,9.14.5
5723aade-27f7-4385-8125-345b300628af,Antonius Victor,https://play-lh.googleusercontent.com/a-/ALV-UjWC-ur7MBU9BshS5wOXsOCnrDYOfZjx3hNazT18S6V-XZxDWyWJ,"pakai aplikasi ini lebih gampang untuk pemesanan tiket dan banyak pilihan preebook meels, dan bisa beli seat juga lebih simple untuk checkin online. tampilan nya aplikasi nya jug menarik",5,13,9.14.5,2025-07-24 09:50:42,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:25:48,9.14.5
01158626-c254-47f2-a058-f8fdd1f0186b,ABDUL CHAVID,https://play-lh.googleusercontent.com/a/ACg8ocI7yZRwEcqokOQ1BpkZY98uiJsXCuV6KzguWqPiHb2BJh8anQ=mo,good aplikasinya,5,0,9.14.5,2025-07-24 09:48:42,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:27:48,9.14.5
0149412e-57dc-4d9c-8989-0ba6c9a9b0bb,Harry Yansah,https://play-lh.googleusercontent.com/a-/ALV-UjVyXPWcZVVgpwZfdWxHh88r68VyjQWSWSq1jDPr2EJEvmO4yws,Aplikasinya memudahkan untuk pemesanan penerbangan citilink dan jg dgn fitur2 di dalamnya 👍,5,1,9.14.5,2025-07-24 09:48:33,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:25:20,9.14.5
18dd97bb-f099-456c-ae12-8c4d09d69356,Reza Refandi,https://play-lh.googleusercontent.com/a-/ALV-UjUR1YEkefiQZ8MGtTjXE0axhz9CdVgdmKVmYKMtsHpYsIjBZD0,"Harga sesuai aplikasi Citilink, pelayanan bagus dan aplikasinya sangat mudah di gunakan untuk boking tiket",5,0,9.14.5,2025-07-24 09:46:12,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:28:04,9.14.5
e22e038d-9434-4bca-9811-6fcce6d5b33c,Nirwana Aidil,https://play-lh.googleusercontent.com/a-/ALV-UjUZobZnHky6xiHMqS73pGnOpBUnV8IVUUyNbx2fwCPfXiUbRoo,"aplikasi airline yang sangat mudah diakses, harga yang real dan program promo yang menarik",5,0,5.7.1,2025-07-24 09:43:01,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:17:41,5.7.1
9a1a6390-48c5-47f5-82e1-92fce2db376f,Laela Purwaningtyas,https://play-lh.googleusercontent.com/a-/ALV-UjV6tCKZ5E-aR32MQt5u1ob3WvU851PUyCpb-BgqwSeWTvcZ25yq,aplikasi yg banyak memberikan keuntungan bagi pelanggan👍,5,0,9.14.5,2025-07-24 09:42:42,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:28:17,9.14.5
b5848542-238d-4585-82dd-865dc7709c26,bimo anggara yuda,https://play-lh.googleusercontent.com/a-/ALV-UjWVEzqzyNgUqUxyF-QYWLUbgv0gvkprlxILSiLV94GBl0_LDAFKeg,"Aplikasi yang sangat membantu 🤩, mempermudah dari saat pembelian tiket, reschedule maupun checkin Online,",5,0,5.7.1,2025-07-24 09:34:14,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:17:15,5.7.1
0b8db8a8-03b9-4274-8200-8e5a0b55efb0,aidha rose,https://play-lh.googleusercontent.com/a-/ALV-UjXw0KgCbCoNnixo1gjKknd_cEMp8SJxhNL9QIcFdzM6cEc6cV1S,helpfull ♥️♥️♥️♥️♥️,5,0,5.7.1,2025-07-24 09:31:53,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-07-25 01:16:56,5.7.1
c253ae77-298a-48af-8779-542e6afb63b9,Dwi Rachma,https://play-lh.googleusercontent.com/a/ACg8ocLa6wUVm81KSD24200ZetpcFRqfRaLshrW_sIJ7D-G1buMrRA=mo,aplikasi yang memberikan informasi penerbangan dan produk serta promo Citilink terima kasih Citilink maskapai penerbangan dengan harga ekonomis pelayanan taraf kelas bisnis,5,0,9.14.5,2025-07-24 09:31:43,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-25 01:16:37,9.14.5
